Type_of_fiber,Fiber_diameter,Embedded_length,Youngs_modulus_of_fiber,Poisson_ratio_of_fiber,Type_of_matrix,Youngs_modulus_of_matrix,Poissons_ratio_of_matrix,Loading_rate,Prepare_temperature,Test_temperature,IFSS
1,6,42.5,294,0.3,1,3,0.34,6,370,30,67.1
1,6,42.5,294,0.3,1,3,0.34,6,370,30,60.8
1,6,42.5,294,0.3,1,2.5,0.34,6,370,50,68.6
1,6,42.5,294,0.3,1,2.3,0.34,6,370,70,71.8
1,6,42.5,294,0.3,1,2.3,0.34,6,370,70,60.2
1,6,42.5,294,0.3,1,2.3,0.34,6,370,70,56.5
1,6,42.5,294,0.3,1,2.3,0.34,6,370,70,53.6
1,6,42.5,294,0.3,1,2,0.34,6,370,100,86.2
1,6,42.5,294,0.3,1,2,0.34,6,370,100,83.3
1,6,42.5,294,0.3,1,2,0.34,6,370,100,70.9
1,6,42.5,294,0.3,1,2,0.34,6,370,100,63.8
1,6,42.5,294,0.3,1,2,0.34,6,370,100,59.7
1,6,42.5,294,0.3,1,2,0.34,6,370,100,48.9
2,7,50,230,0.2,2,2.74,0.35,0.014,230,25,58.8
2,7,51.3,230,0.2,2,2.74,0.35,0.014,230,25,63.1
2,7,51.6,230,0.2,2,2.74,0.35,0.014,230,25,64
2,7,51.8,230,0.2,2,2.74,0.35,0.014,230,25,60.6
2,7,52.2,230,0.2,2,2.74,0.35,0.014,230,25,66.9
2,7,54.1,230,0.2,2,2.74,0.35,0.014,230,25,65
2,7,54.8,230,0.2,2,2.74,0.35,0.014,230,25,65.8
2,7,54.9,230,0.2,2,2.74,0.35,0.014,230,25,68.1
2,7,56.2,230,0.2,2,2.74,0.35,0.014,230,25,67.9
2,7,56.3,230,0.2,2,2.74,0.35,0.014,230,25,64
2,7,56.3,230,0.2,2,2.74,0.35,0.014,230,25,66.9
2,7,57.2,230,0.2,2,2.74,0.35,0.014,230,25,60.2
2,7,57.6,230,0.2,2,2.74,0.35,0.014,230,25,65.2
2,7,58.4,230,0.2,2,2.74,0.35,0.014,230,25,60.2
2,7,59.4,230,0.2,2,2.74,0.35,0.014,230,25,61.9
2,7,59.9,230,0.2,2,2.74,0.35,0.014,230,25,64.8
2,7,60.5,230,0.2,2,2.74,0.35,0.014,230,25,61.2
2,7,61.2,230,0.2,2,2.74,0.35,0.014,230,25,66
2,7,62.6,230,0.2,2,2.74,0.35,0.014,230,25,69
2,7,62.3,230,0.2,2,2.74,0.35,0.014,230,25,60
2,7,63.2,230,0.2,2,2.74,0.35,0.014,230,25,63.1
2,7,63.6,230,0.2,2,2.74,0.35,0.014,230,25,61.9
2,7,64,230,0.2,2,2.74,0.35,0.014,230,25,69.8
2,7,64.3,230,0.2,2,2.74,0.35,0.014,230,25,65
2,7,64.5,230,0.2,2,2.74,0.35,0.014,230,25,63.1
2,7,65.3,230,0.2,2,2.74,0.35,0.014,230,25,61.9
2,7,66.2,230,0.2,2,2.74,0.35,0.014,230,25,62.9
2,7,67.7,230,0.2,2,2.74,0.35,0.014,230,25,67.9
2,7,67.8,230,0.2,2,2.74,0.35,0.014,230,25,66
2,7,67.6,230,0.2,2,2.74,0.35,0.014,230,25,70
2,7,67.7,230,0.2,2,2.74,0.35,0.014,230,25,63.1
2,7,68.2,230,0.2,2,2.74,0.35,0.014,230,25,62.3
2,7,68.4,230,0.2,2,2.74,0.35,0.014,230,25,70
2,7,69.3,230,0.2,2,2.74,0.35,0.014,230,25,63.1
2,7,70.3,230,0.2,2,2.74,0.35,0.014,230,25,60.6
2,7,70.9,230,0.2,2,2.74,0.35,0.014,230,25,63.1
2,7,71.4,230,0.2,2,2.74,0.35,0.014,230,25,62.9
2,7,72.5,230,0.2,2,2.74,0.35,0.014,230,25,69.8
2,7,73.6,230,0.2,2,2.74,0.35,0.014,230,25,61.9
2,7,74.6,230,0.2,2,2.74,0.35,0.014,230,25,66.9
2,7,75,230,0.2,2,2.74,0.35,0.014,230,25,62.9
2,7,75.4,230,0.2,2,2.74,0.35,0.014,230,25,58.8
2,7,76,230,0.2,2,2.74,0.35,0.014,230,25,60.4
2,7,76.5,230,0.2,2,2.74,0.35,0.014,230,25,61.7
2,7,77.3,230,0.2,2,2.74,0.35,0.014,230,25,66
2,7,77.8,230,0.2,2,2.74,0.35,0.014,230,25,70
2,7,78.9,230,0.2,2,2.74,0.35,0.014,230,25,66
2,7,79.6,230,0.2,2,2.74,0.35,0.014,230,25,61.9
2,7,79.9,230,0.2,2,2.74,0.35,0.014,230,25,61.5
2,7,79.9,230,0.2,2,2.74,0.35,0.014,230,25,63.8
2,7,80,230,0.2,2,2.74,0.35,0.014,230,25,66
2,7,50.2,230,0.2,2,2.74,0.35,0.014,230,-196,76.6
2,7,50.6,230,0.2,2,2.74,0.35,0.014,230,-196,81.7
2,7,51.6,230,0.2,2,2.74,0.35,0.014,230,-196,84.5
2,7,51.8,230,0.2,2,2.74,0.35,0.014,230,-196,76.2
2,7,52,230,0.2,2,2.74,0.35,0.014,230,-196,88.3
2,7,53.6,230,0.2,2,2.74,0.35,0.014,230,-196,96.6
2,7,54.2,230,0.2,2,2.74,0.35,0.014,230,-196,90.9
2,7,55.8,230,0.2,2,2.74,0.35,0.014,230,-196,98.6
2,7,56.3,230,0.2,2,2.74,0.35,0.014,230,-196,92
2,7,56.6,230,0.2,2,2.74,0.35,0.014,230,-196,100.6
2,7,56.9,230,0.2,2,2.74,0.35,0.014,230,-196,93.8
2,7,57.3,230,0.2,2,2.74,0.35,0.014,230,-196,88.9
2,7,57.7,230,0.2,2,2.74,0.35,0.014,230,-196,95.7
2,7,58.2,230,0.2,2,2.74,0.35,0.014,230,-196,90.5
2,7,59.2,230,0.2,2,2.74,0.35,0.014,230,-196,95.3
2,7,60.1,230,0.2,2,2.74,0.35,0.014,230,-196,99.3
2,7,60.6,230,0.2,2,2.74,0.35,0.014,230,-196,95.3
2,7,61.2,230,0.2,2,2.74,0.35,0.014,230,-196,103
2,7,62.2,230,0.2,2,2.74,0.35,0.014,230,-196,108.5
2,7,62.2,230,0.2,2,2.74,0.35,0.014,230,-196,96.2
2,7,63.1,230,0.2,2,2.74,0.35,0.014,230,-196,101.7
2,7,63.4,230,0.2,2,2.74,0.35,0.014,230,-196,100.8
2,7,64.3,230,0.2,2,2.74,0.35,0.014,230,-196,113.6
2,7,64.5,230,0.2,2,2.74,0.35,0.014,230,-196,108
2,7,64.8,230,0.2,2,2.74,0.35,0.014,230,-196,104.7
2,7,65.4,230,0.2,2,2.74,0.35,0.014,230,-196,104.1
2,7,66.5,230,0.2,2,2.74,0.35,0.014,230,-196,107.4
2,7,67.4,230,0.2,2,2.74,0.35,0.014,230,-196,108.7
2,7,67.5,230,0.2,2,2.74,0.35,0.014,230,-196,116.4
2,7,67.8,230,0.2,2,2.74,0.35,0.014,230,-196,119.9
2,7,68,230,0.2,2,2.74,0.35,0.014,230,-196,115.1
2,7,68.1,230,0.2,2,2.74,0.35,0.014,230,-196,103.4
2,7,68.3,230,0.2,2,2.74,0.35,0.014,230,-196,118.8
2,7,68.5,230,0.2,2,2.74,0.35,0.014,230,-196,110.5
2,7,70.4,230,0.2,2,2.74,0.35,0.014,230,-196,119.1
2,7,70.9,230,0.2,2,2.74,0.35,0.014,230,-196,114.2
2,7,71.2,230,0.2,2,2.74,0.35,0.014,230,-196,114.7
2,7,72.2,230,0.2,2,2.74,0.35,0.014,230,-196,127.4
2,7,73.5,230,0.2,2,2.74,0.35,0.014,230,-196,116.8
2,7,74.4,230,0.2,2,2.74,0.35,0.014,230,-196,126.3
2,7,74.7,230,0.2,2,2.74,0.35,0.014,230,-196,120.6
2,7,75.2,230,0.2,2,2.74,0.35,0.014,230,-196,114.6
2,7,75.4,230,0.2,2,2.74,0.35,0.014,230,-196,110.9
2,7,76.2,230,0.2,2,2.74,0.35,0.014,230,-196,123.9
2,7,77.6,230,0.2,2,2.74,0.35,0.014,230,-196,130.1
2,7,77.8,230,0.2,2,2.74,0.35,0.014,230,-196,137.5
2,7,78.1,230,0.2,2,2.74,0.35,0.014,230,-196,131.1
2,7,79,230,0.2,2,2.74,0.35,0.014,230,-196,121.7
2,7,79,230,0.2,2,2.74,0.35,0.014,230,-196,125.6
2,7,79.3,230,0.2,2,2.74,0.35,0.014,230,-196,129.8
2,7,79.6,230,0.2,2,2.74,0.35,0.014,230,-196,133.6
3,7,43.4,230,0.26,3,3.5,0.36,0.02,310,25,25.8
3,7,56.3,230,0.26,3,3.5,0.36,0.02,310,25,33.7
3,7,59.9,230,0.26,3,3.5,0.36,0.02,310,25,28.3
3,7,60.9,230,0.26,3,3.5,0.36,0.02,310,25,39.2
3,7,61.8,230,0.26,3,3.5,0.36,0.02,310,25,32.9
3,7,63.7,230,0.26,3,3.5,0.36,0.02,310,25,26.7
3,7,65.2,230,0.26,3,3.5,0.36,0.02,310,25,33.3
3,7,66.7,230,0.26,3,3.5,0.36,0.02,310,25,32.1
3,7,68.1,230,0.26,3,3.5,0.36,0.02,310,25,34.2
3,7,69,230,0.26,3,3.5,0.36,0.02,310,25,36.5
3,7,69.2,230,0.26,3,3.5,0.36,0.02,310,25,38
3,7,69.6,230,0.26,3,3.5,0.36,0.02,310,25,36.8
3,7,71.5,230,0.26,3,3.5,0.36,0.02,310,25,40.7
3,7,71.9,230,0.26,3,3.5,0.36,0.02,310,25,38.6
3,7,73.4,230,0.26,3,3.5,0.36,0.02,310,25,30.8
3,7,74.5,230,0.26,3,3.5,0.36,0.02,310,25,35.3
3,7,74.7,230,0.26,3,3.5,0.36,0.02,310,25,37.9
3,7,74.7,230,0.26,3,3.5,0.36,0.02,310,25,37.1
3,7,74.5,230,0.26,3,3.5,0.36,0.02,310,25,35.8
3,7,74.1,230,0.26,3,3.5,0.36,0.02,310,25,33.8
3,7,74.5,230,0.26,3,3.5,0.36,0.02,310,25,31.1
3,7,75.1,230,0.26,3,3.5,0.36,0.02,310,25,29.1
3,7,73.6,230,0.26,3,3.5,0.36,0.02,310,25,42.1
3,7,79.3,230,0.26,3,3.5,0.36,0.02,310,25,38.1
3,7,80.8,230,0.26,3,3.5,0.36,0.02,310,25,39.5
3,7,82.1,230,0.26,3,3.5,0.36,0.02,310,25,44.3
3,7,83.8,230,0.26,3,3.5,0.36,0.02,310,25,43.7
3,7,83.4,230,0.26,3,3.5,0.36,0.02,310,25,35.5
3,7,42.5,230,0.26,3,3.5,0.36,0.02,80,25,41.5
3,7,45.6,230,0.26,3,3.5,0.36,0.02,80,25,41.7
3,7,44.7,230,0.26,3,3.5,0.36,0.02,80,25,42
3,7,45.4,230,0.26,3,3.5,0.36,0.02,80,25,40.6
3,7,49.1,230,0.26,3,3.5,0.36,0.02,80,25,42.9
3,7,52.4,230,0.26,3,3.5,0.36,0.02,80,25,43.4
3,7,53.2,230,0.26,3,3.5,0.36,0.02,80,25,51.2
3,7,53.7,230,0.26,3,3.5,0.36,0.02,80,25,50.9
3,7,53.9,230,0.26,3,3.5,0.36,0.02,80,25,47.9
3,7,54.9,230,0.26,3,3.5,0.36,0.02,80,25,46.3
3,7,56.8,230,0.26,3,3.5,0.36,0.02,80,25,47.7
3,7,58.1,230,0.26,3,3.5,0.36,0.02,80,25,41.4
3,7,59.7,230,0.26,3,3.5,0.36,0.02,80,25,45.6
3,7,59.9,230,0.26,3,3.5,0.36,0.02,80,25,44.3
3,7,61.1,230,0.26,3,3.5,0.36,0.02,80,25,48.2
3,7,62.4,230,0.26,3,3.5,0.36,0.02,80,25,51.1
3,7,63.9,230,0.26,3,3.5,0.36,0.02,80,25,49.8
3,7,64.3,230,0.26,3,3.5,0.36,0.02,80,25,48
3,7,65.9,230,0.26,3,3.5,0.36,0.02,80,25,47.6
3,7,64.5,230,0.26,3,3.5,0.36,0.02,80,25,49
3,7,65.3,230,0.26,3,3.5,0.36,0.02,80,25,50.5
3,7,67.4,230,0.26,3,3.5,0.36,0.02,80,25,45.1
3,7,69.1,230,0.26,3,3.5,0.36,0.02,80,25,48.5
3,7,69.5,230,0.26,3,3.5,0.36,0.02,80,25,49
3,7,69.9,230,0.26,3,3.5,0.36,0.02,80,25,42.1
3,7,45.7,230,0.26,3,3.5,0.36,0.02,100,25,55.3
3,7,46.3,230,0.26,3,3.5,0.36,0.02,100,25,44.4
3,7,51,230,0.26,3,3.5,0.36,0.02,100,25,51.9
3,7,52.4,230,0.26,3,3.5,0.36,0.02,100,25,49.8
3,7,53.7,230,0.26,3,3.5,0.36,0.02,100,25,52.6
3,7,54.9,230,0.26,3,3.5,0.36,0.02,100,25,46.5
3,7,56.2,230,0.26,3,3.5,0.36,0.02,100,25,51.9
3,7,57.7,230,0.26,3,3.5,0.36,0.02,100,25,50.1
3,7,62.1,230,0.26,3,3.5,0.36,0.02,100,25,58.3
3,7,63.4,230,0.26,3,3.5,0.36,0.02,100,25,53.2
3,7,63.6,230,0.26,3,3.5,0.36,0.02,100,25,56.7
3,7,63.8,230,0.26,3,3.5,0.36,0.02,100,25,50.8
3,7,66.9,230,0.26,3,3.5,0.36,0.02,100,25,60
3,7,67.8,230,0.26,3,3.5,0.36,0.02,100,25,46.8
3,7,68.6,230,0.26,3,3.5,0.36,0.02,100,25,51.2
3,7,70.9,230,0.26,3,3.5,0.36,0.02,100,25,51.5
3,7,71.4,230,0.26,3,3.5,0.36,0.02,100,25,58.1
3,7,72,230,0.26,3,3.5,0.36,0.02,100,25,55.2
3,7,73.5,230,0.26,3,3.5,0.36,0.02,100,25,52.9
3,7,74.1,230,0.26,3,3.5,0.36,0.02,100,25,54.3
3,7,74.9,230,0.26,3,3.5,0.36,0.02,100,25,52.3
3,7,74.3,230,0.26,3,3.5,0.36,0.02,100,25,46.2
3,7,75.2,230,0.26,3,3.5,0.36,0.02,100,25,47.9
3,7,77.1,230,0.26,3,3.5,0.36,0.02,100,25,54.6
3,7,87.2,230,0.26,3,3.5,0.36,0.02,100,25,55.3
3,7,33,230,0.26,3,3.5,0.36,0.02,110,25,49.2
3,7,41,230,0.26,3,3.5,0.36,0.02,110,25,58.1
3,7,43.3,230,0.26,3,3.5,0.36,0.02,110,25,48.8
3,7,45.2,230,0.26,3,3.5,0.36,0.02,110,25,48.5
3,7,47.9,230,0.26,3,3.5,0.36,0.02,110,25,54
3,7,48.3,230,0.26,3,3.5,0.36,0.02,110,25,52.4
3,7,51.1,230,0.26,3,3.5,0.36,0.02,110,25,47.9
3,7,51.9,230,0.26,3,3.5,0.36,0.02,110,25,56.1
3,7,51.9,230,0.26,3,3.5,0.36,0.02,110,25,57.9
3,7,53.4,230,0.26,3,3.5,0.36,0.02,110,25,47.4
3,7,54.6,230,0.26,3,3.5,0.36,0.02,110,25,47.4
3,7,55,230,0.26,3,3.5,0.36,0.02,110,25,53.5
3,7,56.1,230,0.26,3,3.5,0.36,0.02,110,25,52.4
3,7,55,230,0.26,3,3.5,0.36,0.02,110,25,53
3,7,60.9,230,0.26,3,3.5,0.36,0.02,110,25,53.2
3,7,63.2,230,0.26,3,3.5,0.36,0.02,110,25,47.2
3,7,65.8,230,0.26,3,3.5,0.36,0.02,110,25,57.2
3,7,67.9,230,0.26,3,3.5,0.36,0.02,110,25,57.4
3,7,67.7,230,0.26,3,3.5,0.36,0.02,110,25,52.2
3,7,66.8,230,0.26,3,3.5,0.36,0.02,110,25,47.4
3,7,69.3,230,0.26,3,3.5,0.36,0.02,110,25,48.3
3,7,69.5,230,0.26,3,3.5,0.36,0.02,110,25,51.3
3,7,71.4,230,0.26,3,3.5,0.36,0.02,110,25,56.7
3,7,71.9,230,0.26,3,3.5,0.36,0.02,110,25,47.3
3,7,73.7,230,0.26,3,3.5,0.36,0.02,110,25,57.3
3,7,74.6,230,0.26,3,3.5,0.36,0.02,110,25,49.5
3,7,76.7,230,0.26,3,3.5,0.36,0.02,110,25,55.4
3,7,76.1,230,0.26,3,3.5,0.36,0.02,110,25,54.9
3,7,76.9,230,0.26,3,3.5,0.36,0.02,110,25,54.1
3,7,39.2,230,0.26,3,3.5,0.36,0.02,120,25,58.1
3,7,42.1,230,0.26,3,3.5,0.36,0.02,120,25,54.2
3,7,45.3,230,0.26,3,3.5,0.36,0.02,120,25,54.6
3,7,45.5,230,0.26,3,3.5,0.36,0.02,120,25,58.9
3,7,47.9,230,0.26,3,3.5,0.36,0.02,120,25,54.2
3,7,51.1,230,0.26,3,3.5,0.36,0.02,120,25,59.9
3,7,52.8,230,0.26,3,3.5,0.36,0.02,120,25,55.4
3,7,53.4,230,0.26,3,3.5,0.36,0.02,120,25,60.7
3,7,54.7,230,0.26,3,3.5,0.36,0.02,120,25,55.3
3,7,57.2,230,0.26,3,3.5,0.36,0.02,120,25,53.4
3,7,57.5,230,0.26,3,3.5,0.36,0.02,120,25,55.4
3,7,58.5,230,0.26,3,3.5,0.36,0.02,120,25,55.5
3,7,58.7,230,0.26,3,3.5,0.36,0.02,120,25,53.4
3,7,57.7,230,0.26,3,3.5,0.36,0.02,120,25,54
3,7,60.6,230,0.26,3,3.5,0.36,0.02,120,25,57.9
3,7,61.3,230,0.26,3,3.5,0.36,0.02,120,25,52.2
3,7,62.5,230,0.26,3,3.5,0.36,0.02,120,25,50.8
3,7,63.2,230,0.26,3,3.5,0.36,0.02,120,25,55.9
3,7,63.4,230,0.26,3,3.5,0.36,0.02,120,25,57.5
3,7,64.9,230,0.26,3,3.5,0.36,0.02,120,25,56.8
3,7,65.5,230,0.26,3,3.5,0.36,0.02,120,25,55.6
3,7,65.1,230,0.26,3,3.5,0.36,0.02,120,25,52.4
3,7,65.1,230,0.26,3,3.5,0.36,0.02,120,25,62.5
3,7,67.2,230,0.26,3,3.5,0.36,0.02,120,25,58.5
3,7,67.2,230,0.26,3,3.5,0.36,0.02,120,25,57.7
3,7,67,230,0.26,3,3.5,0.36,0.02,120,25,55.2
3,7,67.7,230,0.26,3,3.5,0.36,0.02,120,25,55.6
3,7,67.9,230,0.26,3,3.5,0.36,0.02,120,25,52.8
3,7,69.4,230,0.26,3,3.5,0.36,0.02,120,25,52.1
3,7,70.6,230,0.26,3,3.5,0.36,0.02,120,25,51
3,7,71.1,230,0.26,3,3.5,0.36,0.02,120,25,58
3,7,71.1,230,0.26,3,3.5,0.36,0.02,120,25,54.7
3,7,72.8,230,0.26,3,3.5,0.36,0.02,120,25,55.9
3,7,72.8,230,0.26,3,3.5,0.36,0.02,120,25,55.1
3,7,78.1,230,0.26,3,3.5,0.36,0.02,120,25,62.3
3,7,51.8,230,0.26,3,3.5,0.36,0.02,150,25,51.9
3,7,53.7,230,0.26,3,3.5,0.36,0.02,150,25,47.7
3,7,56,230,0.26,3,3.5,0.36,0.02,150,25,46.5
3,7,53.9,230,0.26,3,3.5,0.36,0.02,150,25,55
3,7,56.8,230,0.26,3,3.5,0.36,0.02,150,25,50.8
3,7,57.3,230,0.26,3,3.5,0.36,0.02,150,25,51
3,7,57.2,230,0.26,3,3.5,0.36,0.02,150,25,54.8
3,7,59.7,230,0.26,3,3.5,0.36,0.02,150,25,53.7
3,7,60.6,230,0.26,3,3.5,0.36,0.02,150,25,48.3
3,7,61,230,0.26,3,3.5,0.36,0.02,150,25,46.8
3,7,62.5,230,0.26,3,3.5,0.36,0.02,150,25,55.4
3,7,63.5,230,0.26,3,3.5,0.36,0.02,150,25,55.9
3,7,66.9,230,0.26,3,3.5,0.36,0.02,150,25,46.4
3,7,67.3,230,0.26,3,3.5,0.36,0.02,150,25,57.1
3,7,67.7,230,0.26,3,3.5,0.36,0.02,150,25,50
3,7,68.5,230,0.26,3,3.5,0.36,0.02,150,25,54.7
3,7,70.3,230,0.26,3,3.5,0.36,0.02,150,25,47.7
3,7,70.6,230,0.26,3,3.5,0.36,0.02,150,25,55.4
3,7,72.9,230,0.26,3,3.5,0.36,0.02,150,25,56.7
3,7,77.6,230,0.26,3,3.5,0.36,0.02,150,25,49.7
3,7,77.6,230,0.26,3,3.5,0.36,0.02,150,25,52.5
3,7,96.7,230,0.26,3,3.5,0.36,0.02,150,25,50.1
3,7,54.2,230,0.26,3,3.5,0.36,0.02,230,25,54.4
3,7,56.1,230,0.26,3,3.5,0.36,0.02,230,25,50.8
3,7,57.2,230,0.26,3,3.5,0.36,0.02,230,25,48.9
3,7,57.4,230,0.26,3,3.5,0.36,0.02,230,25,46.8
3,7,59.5,230,0.26,3,3.5,0.36,0.02,230,25,47.2
3,7,59.9,230,0.26,3,3.5,0.36,0.02,230,25,52.2
3,7,60.3,230,0.26,3,3.5,0.36,0.02,230,25,54.9
3,7,61.1,230,0.26,3,3.5,0.36,0.02,230,25,55.8
3,7,62.4,230,0.26,3,3.5,0.36,0.02,230,25,54.2
3,7,64.1,230,0.26,3,3.5,0.36,0.02,230,25,50.5
3,7,66.2,230,0.26,3,3.5,0.36,0.02,230,25,49.4
3,7,66.4,230,0.26,3,3.5,0.36,0.02,230,25,48.6
3,7,66.4,230,0.26,3,3.5,0.36,0.02,230,25,46.5
3,7,67.3,230,0.26,3,3.5,0.36,0.02,230,25,46.5
3,7,66.8,230,0.26,3,3.5,0.36,0.02,230,25,52
3,7,67.2,230,0.26,3,3.5,0.36,0.02,230,25,52.2
3,7,67.4,230,0.26,3,3.5,0.36,0.02,230,25,53.5
3,7,68.7,230,0.26,3,3.5,0.36,0.02,230,25,49
3,7,68.9,230,0.26,3,3.5,0.36,0.02,230,25,50.5
3,7,70.2,230,0.26,3,3.5,0.36,0.02,230,25,52.9
3,7,70.6,230,0.26,3,3.5,0.36,0.02,230,25,53.9
3,7,82.2,230,0.26,3,3.5,0.36,0.02,230,25,51.7
5,17.5,114.7,230,0.2,4,3,0.36,0.01,150,25,20.6
5,17.5,123.1,230,0.2,4,3,0.36,0.01,150,25,24.1
5,17.5,148.3,230,0.2,4,3,0.36,0.01,150,25,23.7
5,17.5,165,230,0.2,4,3,0.36,0.01,150,25,20.2
5,17.5,162.2,230,0.2,4,3,0.36,0.01,150,25,23.5
5,17.5,179,230,0.2,4,3,0.36,0.01,150,25,23
5,17.5,184.6,230,0.2,4,3,0.36,0.01,150,25,22.7
5,17.5,193,230,0.2,4,3,0.36,0.01,150,25,19.8
5,17.5,198.6,230,0.2,4,3,0.36,0.01,150,25,17.7
5,17.5,198.6,230,0.2,4,3,0.36,0.01,150,25,24.1
5,17.5,215.4,230,0.2,4,3,0.36,0.01,150,25,21.7
5,17.5,226.6,230,0.2,4,3,0.36,0.01,150,25,19.3
5,17.5,235,230,0.2,4,3,0.36,0.01,150,25,17.3
5,17.5,251.7,230,0.2,4,3,0.36,0.01,150,25,17.1
5,17.5,237.8,230,0.2,4,3,0.36,0.01,150,25,22.2
5,17.5,257.3,230,0.2,4,3,0.36,0.01,150,25,19.6
5,17.5,274.1,230,0.2,4,3,0.36,0.01,150,25,19.2
5,17.5,254.5,230,0.2,4,3,0.36,0.01,150,25,21.7
5,17.5,262.9,230,0.2,4,3,0.36,0.01,150,25,23.1
5,17.5,271.3,230,0.2,4,3,0.36,0.01,150,25,22.6
5,17.5,282.5,230,0.2,4,3,0.36,0.01,150,25,21.5
5,17.5,285.3,230,0.2,4,3,0.36,0.01,150,25,19.8
5,17.5,293.7,230,0.2,4,3,0.36,0.01,150,25,19.6
5,17.5,299.3,230,0.2,4,3,0.36,0.01,150,25,21.7
5,17.5,313.3,230,0.2,4,3,0.36,0.01,150,25,20.1
5,17.5,321.7,230,0.2,4,3,0.36,0.01,150,25,17.9
5,17.5,330.1,230,0.2,4,3,0.36,0.01,150,25,16.7
5,17.5,349.7,230,0.2,4,3,0.36,0.01,150,25,17.3
5,17.5,352.4,230,0.2,4,3,0.36,0.01,150,25,18.8
5,17.5,335.7,230,0.2,4,3,0.36,0.01,150,25,20.2
5,17.5,318.9,230,0.2,4,3,0.36,0.01,150,25,21.7
5,17.5,332.9,230,0.2,4,3,0.36,0.01,150,25,20.9
5,17.5,321.7,230,0.2,4,3,0.36,0.01,150,25,22.1
5,17.5,327.3,230,0.2,4,3,0.36,0.01,150,25,22.4
5,17.5,335.7,230,0.2,4,3,0.36,0.01,150,25,22.2
5,17.5,349.7,230,0.2,4,3,0.36,0.01,150,25,21.8
5,17.5,372,230,0.2,4,3,0.36,0.01,150,25,23.1
5,17.5,377.6,230,0.2,4,3,0.36,0.01,150,25,21.8
5,17.5,391.6,230,0.2,4,3,0.36,0.01,150,25,20.6
5,17.5,436.4,230,0.2,4,3,0.36,0.01,150,25,17.2
5,17.5,405.6,230,0.2,4,3,0.36,0.01,150,25,21.7
5,17.5,408.4,230,0.2,4,3,0.36,0.01,150,25,23.2
5,17.5,556.6,230,0.2,4,3,0.36,0.01,150,25,17.6
4,7.2,65,90,0.17,4,3,0.36,0.01,150,25,35.3
4,7.2,65,90,0.17,4,3,0.36,0.01,150,25,41.2
4,7.2,63.3,90,0.17,4,3,0.36,0.01,150,25,45.3
4,7.2,81.7,90,0.17,4,3,0.36,0.01,150,25,35.1
4,7.2,81.7,90,0.17,4,3,0.36,0.01,150,25,46.8
4,7.2,91.7,90,0.17,4,3,0.36,0.01,150,25,41
4,7.2,93.3,90,0.17,4,3,0.36,0.01,150,25,36.9
4,7.2,106.7,90,0.17,4,3,0.36,0.01,150,25,33.5
4,7.2,120,90,0.17,4,3,0.36,0.01,150,25,32.4
4,7.2,115,90,0.17,4,3,0.36,0.01,150,25,36
4,7.2,111.7,90,0.17,4,3,0.36,0.01,150,25,46.3
4,7.2,120,90,0.17,4,3,0.36,0.01,150,25,39.9
4,7.2,128.3,90,0.17,4,3,0.36,0.01,150,25,40.7
4,7.2,158.3,90,0.17,4,3,0.36,0.01,150,25,33.8
5,17.5,155.9,75.7,0.17,4,3.259,0.36,0.01,150,25.6,20.9
5,17.5,161.8,75.7,0.17,4,3.259,0.36,0.01,150,25.6,23.3
5,17.5,167.8,75.7,0.17,4,3.259,0.36,0.01,150,25.6,21.5
5,17.5,233.7,75.7,0.17,4,3.259,0.36,0.01,150,25.6,26.8
5,17.5,257.7,75.7,0.17,4,3.259,0.36,0.01,150,25.6,25.5
5,17.5,287.6,75.7,0.17,4,3.259,0.36,0.01,150,25.6,23.1
5,17.5,259.2,75.7,0.17,4,3.259,0.36,0.01,150,25.6,27.3
5,17.5,298.1,75.7,0.17,4,3.259,0.36,0.01,150,25.6,25.4
5,17.5,377.5,75.7,0.17,4,3.259,0.36,0.01,150,25.6,25.2
5,17.5,182.8,75.7,0.17,4,2.955,0.36,0.01,150,40,20.7
5,17.5,239.7,75.7,0.17,4,2.955,0.36,0.01,150,40,19.4
5,17.5,251.7,75.7,0.17,4,2.955,0.36,0.01,150,40,19.7
5,17.5,262.2,75.7,0.17,4,2.955,0.36,0.01,150,40,19.4
5,17.5,280.1,75.7,0.17,4,2.955,0.36,0.01,150,40,18.3
5,17.5,307.1,75.7,0.17,4,2.955,0.36,0.01,150,40,17.3
5,17.5,349,75.7,0.17,4,2.955,0.36,0.01,150,40,18.8
5,17.5,368.5,75.7,0.17,4,2.955,0.36,0.01,150,40,18.3
5,17.5,388,75.7,0.17,4,2.955,0.36,0.01,150,40,18
5,17.5,456.8,75.7,0.17,4,2.955,0.36,0.01,150,40,17.5
5,17.5,462.8,75.7,0.17,4,2.955,0.36,0.01,150,40,18.9
5,17.5,480.8,75.7,0.17,4,2.955,0.36,0.01,150,40,19.6
5,17.5,212.8,75.7,0.17,4,2.786,0.36,0.01,150,60,16.9
5,17.5,227.7,75.7,0.17,4,2.786,0.36,0.01,150,60,16.2
5,17.5,238.2,75.7,0.17,4,2.786,0.36,0.01,150,60,15.1
5,17.5,263.7,75.7,0.17,4,2.786,0.36,0.01,150,60,16.1
5,17.5,271.2,75.7,0.17,4,2.786,0.36,0.01,150,60,15.7
5,17.5,283.1,75.7,0.17,4,2.786,0.36,0.01,150,60,16.3
